Date,Open,High,Low,Close,Volume,EPS,Net_Income,Equity,Dividends,Revenue,Rolling_PE,ROE,Dividend_Yield
2012-04-02,86.6,87.67,86.31,87.07,13853300.0,1.8337166076182987,3546761.1163225244,36722799.33871877,1.1306550140262872,52316949.50907688,28.907288525058682,9.658199211907542,1.2985586470957704
2012-04-03,86.75,86.78,85.0,85.83,17714900.0,1.3341566017925772,3697244.4190063872,46065550.55184605,1.23462376667178,53544272.320708245,29.73199268010746,8.026050648944697,1.4384524835975534
2012-04-04,85.3,85.3585,84.49,84.98,17112800.0,3.8505898989167022,1304799.3993943674,10513773.786874583,1.0767442260221876,60671699.34923294,28.44526506353261,12.410381142338078,1.267056043801115
2012-04-05,84.56,85.38,84.35,84.82,11954700.0,3.3730211517969733,1266154.5275654844,16906779.213512402,0.3209127827742827,90251926.03963849,28.679128698163222,7.489034496609123,0.3783456528817292
2012-04-09,83.98,84.36,83.68,83.88,11027000.0,1.6391602438166455,2954181.480155769,39282664.79716988,1.1628201702779943,88538420.54194787,30.272468715212238,7.5203184290303104,1.386290141008577
2012-04-10,83.75,83.75,81.88,82.17,19993700.0,1.2573664910309303,4079331.657432156,31878520.511668187,0.7232605045689432,67147150.33018145,31.132128941132883,12.796489899645868,0.8802002002786213
2012-04-11,83.11,83.35,82.15,82.7,15856200.0,4.644886271434018,3225145.945470189,16583224.23754595,0.5332420906380453,55547426.24707165,30.34477800827707,19.448244197097456,0.6447909197557984
2012-04-12,82.65,83.73,82.36,83.6,15266200.0,1.3063470113258266,3009474.84339459,35948152.0744553,1.034634285983231,81104774.54806785,31.24020900465646,8.371709447432538,1.237600820554104
2012-04-13,82.97,83.69,82.86,82.95,13856500.0,1.6784625956775145,4973999.172497213,11774776.453708915,0.14804794472938956,65482564.545912154,32.072137854169064,42.24283316164751,0.17847853493597293
2012-04-16,83.24,84.39,83.13,84.01,17526100.0,2.2745299206559406,4093333.3586082268,15814487.78257787,1.2051926016340988,63964857.69969269,32.64695875197946,25.88343938093065,1.434582313574692
2012-04-17,84.65,85.6,84.57,85.45,14208000.0,4.83965194511298,4969200.842901326,10380823.040242117,1.1214685367227961,82742906.73381294,32.70689275756516,47.869044907497305,1.3124266082186027
2012-04-18,85.06,86.05,85.02,85.75,12997500.0,3.183415579895364,4761648.312054265,19193128.216777638,0.5431889640124102,61759964.73915495,32.7496816132726,24.809130946626404,0.6334565177987291
2012-04-19,85.51,85.92,84.98,85.28,15973800.0,3.3882442286449526,1738742.8948214105,29464849.738774523,0.1385630540902474,93918674.41299486,31.55279546503324,5.9010750444564355,0.1624801290926916
2012-04-20,85.55,85.92,85.03,85.3,17216600.0,1.0401350516914665,3707208.577875982,41156716.4135396,0.5627092317257077,74810490.15783429,32.319814936302755,9.00754214847032,0.6596825694322483
2012-04-23,84.53,85.93,84.39,85.69,15197200.0,3.6160217991781556,2145282.860418925,14258816.077731736,1.158606469643468,99385239.35968298,31.18035498522503,15.045308451444676,1.3520906402654544
2012-04-24,85.64,86.39,85.64,86.31,11632500.0,1.9769925996271533,2795969.2086199843,25110418.50112593,1.0355240190370933,82434381.87259844,32.29203228172893,11.134697768954409,1.1997729336543776
2012-04-25,86.65,87.18,85.72,86.85,18476800.0,3.5265641678149597,4157745.401421903,22835496.37187692,0.8180373642109706,51872209.96570123,30.96497521873059,18.20737913340206,0.9418967924133225
2012-04-26,85.28,86.2,85.15,86.07,17262400.0,2.219377941676122,1914909.0706892856,19037726.128112927,0.27856139608265484,72890056.65014961,30.323714560874713,10.058496785819122,0.32364516798263604
2012-04-27,86.5,86.69,85.96,86.08,11372900.0,1.508700642236171,2507384.106266283,30913543.37097853,0.2526428738704726,95417510.72784112,31.251575332469756,8.110956664450837,0.2934977623959951
