Date,Open,High,Low,Close,Volume,EPS,Net_Income,Equity,Dividends,Revenue,Rolling_PE,ROE,Dividend_Yield
2012-04-02,37.33,37.97,36.53,36.58,1028600.0,1.3954228036888376,1325414.3095649078,34262430.12128975,1.688491071877655,53612669.03616266,12.031129415535812,3.868418862505993,4.615885926401463
2012-04-03,36.7,38.4696,36.67,38.01,1098100.0,2.563806225900106,2915986.570905567,21148311.926215682,1.864817359908873,65563154.1009748,12.179955875831489,13.788271050092076,4.906123020018082
2012-04-04,35.27,35.49,34.69,35.0,4481800.0,2.7452882914913457,2531459.887783144,12426338.94205713,0.9745086169044228,51653147.56499385,12.14940370467883,20.371727341311928,2.7843103340126367
2012-04-05,35.1,35.44,34.41,34.48,1509400.0,1.6406879015966145,4069701.785592168,14211280.551355373,1.4930698819703407,70846751.80118805,12.271672014521865,28.637122255700092,4.330249077640199
2012-04-09,34.1,34.29,33.1,33.15,1655700.0,2.6568527373235153,4787698.600407246,49369028.08656143,0.7556078612742635,94500168.0174886,12.380972339181348,9.69777770794416,2.279360064175757
2012-04-10,33.15,33.849,32.1,32.46,1847700.0,2.8247963920966983,1428115.222981493,27758554.529449407,0.9995000729880456,86093539.75234103,12.600557551884304,5.144775177203075,3.079174593308828
2012-04-11,33.24,33.29,32.01,33.09,1105500.0,3.3222850219672506,4033695.6719142823,37385726.64670506,1.4630141072010028,94908129.90670732,12.87930226313914,10.789400216913496,4.421317942583871
2012-04-12,33.77,34.48,32.92,33.44,1033900.0,2.102677407202322,1851582.942609429,18606977.63970449,1.4682555646433861,99982906.6853621,12.796775577600663,9.951013960797319,4.390716401445533
2012-04-13,33.94,34.04,32.85,33.59,649600.0,4.827845005258181,1238845.211213123,24675502.625064097,1.9548314688643718,64298359.253361635,12.69563298919875,5.020547017975505,5.819682848658444
2012-04-16,33.41,33.7,32.09,32.25,1099600.0,4.408327418967687,2349696.8998265816,16149951.028350515,1.9241596350040038,78928567.97188288,11.951501954652874,14.549250927769341,5.966386465128694
2012-04-17,32.43,33.07,32.04,32.24,1115500.0,3.0511691309781286,3847481.7376301577,12213553.962371733,0.41887433450251477,85841374.66610298,11.67021992755757,31.501737737301656,1.299238010243532
2012-04-18,32.09,32.75,31.53,32.66,823100.0,2.695902321353211,4286219.042321401,40784691.018880084,1.325079076443578,84082582.709746,11.99567839898393,10.50938216091234,4.057192518198341
2012-04-19,32.75,33.43,32.5,33.16,774900.0,2.479233188044989,4194914.4067969145,30550266.708667193,0.5805664016564486,51542033.18986257,12.04427871514914,13.731187510735566,1.7508033825586509
2012-04-20,33.14,33.7299,32.94,33.16,821800.0,4.893196061760725,4964053.03445423,22547682.053006463,1.4149403654364623,88413937.81228642,11.995872269434537,22.01580199146162,4.267009545948318
2012-04-23,32.86,32.97,31.71,31.94,890800.0,1.4950622759472783,2478513.1584405513,44400226.40424335,0.1981407318209516,65395731.02258952,12.24783150927077,5.582208378567364,0.6203529487193225
2012-04-24,31.82,32.2,31.0,31.82,674500.0,2.310399380950895,1458578.9098620254,18006718.994686518,1.792047193694981,69916836.48669654,12.172799801685226,8.100192546417965,5.631826504383976
2012-04-25,32.07,32.99,32.07,32.91,712200.0,2.52160517796857,2973786.031778958,39951185.00229977,0.5321116994842441,86746475.19913498,12.580158934679979,7.443549000130469,1.616869339058779
2012-04-26,32.96,33.52,32.91,33.49,425300.0,3.1209886026967246,1457429.1825629873,17174931.610497173,1.1105245587583874,86532912.95096225,12.296048274818402,8.485793222444151,3.3159885301833003
2012-04-27,33.6,33.63,32.91,33.34,591000.0,1.3633980103140493,2238585.667069938,36324180.71123916,1.446543202371229,55785483.88602566,12.834081633544585,6.162797407230417,4.338761854742739
2012-04-30,33.27,33.36,32.58,33.13,413900.0,3.300556581126892,1530681.0429439084,21447101.15413312,1.4487997027048172,62089962.94472426,12.256488885926276,7.1370066842293385,4.373074864789668
2012-05-01,33.13,34.21,33.13,33.78,659000.0,3.4179465331145393,1579692.755191774,22441344.717926532,1.559977738773643,62223560.67083107,11.899059597711302,7.039207209048789,4.618051328518778
2012-05-02,33.5,34.39,33.39,33.94,497300.0,3.9923177064856525,1764380.305741021,49967951.38509184,0.4258788153454365,87238232.71753936,11.355754097536513,3.5310238999860846,1.2547991023731186
2012-05-03,33.91,34.0,32.13,32.46,841300.0,1.1065500815591958,3020235.4702397026,20318573.9077584,0.4555103977342284,51078140.02944425,11.538215515347627,14.86440674405039,1.403297590062318
2012-05-04,32.2,32.46,31.4,31.83,1247500.0,4.746350896409668,1855895.0254920728,47431891.28507392,1.974989979486513,89535912.30716181,11.11657979705986,3.912757799046681,6.204806721603873
2012-05-07,31.96,32.58,31.61,32.47,1158000.0,2.69363234865036,3221235.0101911873,21014291.529075947,0.19471618994722714,74087405.71669947,10.900017276602005,15.328782346691053,0.5996802893354701
2012-05-08,32.5,32.7281,29.37,30.19,3097200.0,4.935460876188665,2238548.0838774424,10468734.729499029,0.9536762080448599,98776455.80597886,10.476347180523215,21.38317706694404,3.158914236650745
2012-05-09,30.3,30.77,29.76,30.06,1947900.0,4.1821967043544905,3664883.322727615,45994723.56029885,1.3308142984611668,89133773.69383955,10.228156699635408,7.968051635146739,4.427193274987248
2012-05-10,32.97,34.68,32.4,32.96,5556300.0,4.359135838598961,3381355.323653511,14424345.429489035,1.0581050079952001,84198532.56009707,10.070297157913224,23.442001858473873,3.2102700485291265
2012-05-11,32.49,33.44,32.16,32.25,1221300.0,4.772042187385375,3600089.801415994,25134819.683208674,1.469565012241469,54628620.99425663,9.673099205167032,14.323117678146843,4.556790735632462
2012-05-14,31.92,32.13,30.05,30.06,1380900.0,3.976622595307904,3760273.7784273233,14260741.222533472,0.8306357922322956,91318593.32515353,9.740469840350556,26.368010748878152,2.7632594551972574
2012-05-15,30.26,30.96,29.22,29.43,1585700.0,2.3764987408888256,3321619.571412468,35098630.77584115,0.913809363635514,59086562.21615252,9.99081501748598,9.463672792896476,3.105026719794475
2012-05-16,29.58,30.18,28.88,29.18,1257100.0,2.191152678031052,2922865.390310428,27987220.035523355,1.770525297475818,83606073.61752087,10.07347219258454,10.443571696654834,6.067598689087793
2012-05-17,29.3,29.79,28.24,28.57,1149000.0,1.387081371485185,1113661.8982864944,41314720.43437227,0.18958344625700363,61235633.93877192,10.212060634550786,2.6955571442278723,0.6635752406615457
2012-05-18,28.37,28.46,26.83,27.56,1616500.0,1.0856422381189712,1683627.3339254311,29547407.315623704,1.8198467739183875,96761755.88638777,10.346448396909112,5.698054370527406,6.603217612185731
2012-05-21,27.58,29.26,27.12,28.77,1475200.0,1.2213543844967143,1611545.8171076705,20427636.27970256,1.3278542757478025,53235454.66523548,10.901315348048565,7.8890469511097825,4.61541284583873
