Date,Open,High,Low,Close,Volume,EPS,Net_Income,Equity,Dividends,Revenue,Rolling_PE,ROE,Dividend_Yield
2012-04-02,198.02,199.9,197.0,198.05,6430300.0,3.2943820950645595,1575135.1151657728,37341514.71825654,0.19716552490057027,97597768.66538283,63.06398471881521,4.21818752412761,0.09955340818004052
2012-04-03,198.24,202.39,197.5,199.66,5000700.0,3.2066517324937345,3545562.856937917,16705809.455059592,0.6212704426273566,76015438.68087071,62.86675707683743,21.223532247724116,0.31116420045445087
2012-04-04,196.95,197.68,192.36,193.99,5456900.0,4.603440655751774,4323541.2242515925,39225486.81795333,1.6567466350392424,74512183.69059783,62.56245611793081,11.0222755024489,0.8540371333776186
2012-04-05,193.55,196.03,193.55,194.39,3217500.0,2.9341726506710124,3972470.395876993,13570434.163905945,1.0874421865317718,76716588.69508033,61.22793766211082,29.272979389582083,0.5594126171777211
2012-04-09,192.02,194.2,190.5,191.87,3135900.0,1.7940251945233605,1414302.1581053229,46165788.240102425,1.6383447176132904,76563851.88815401,61.661631733109964,3.0635286692165122,0.853882690161719
2012-04-10,192.75,193.52,186.57,186.98,4455000.0,1.2402579582834803,2392342.9428347903,36187373.03809059,0.49321121070798424,82277519.40589608,62.038788743723515,6.610988148591572,0.2637775220387123
2012-04-11,189.63,191.97,186.79,187.97,4337800.0,2.6056014675875914,4266614.695651576,36188039.27224298,1.9166203387945677,57230322.5376845,63.67255189280426,11.790123978681994,1.019641612382065
2012-04-12,188.06,192.26,185.61,190.69,4027900.0,4.56906940626361,2669324.5674811276,34563923.450062476,1.977419496212525,95065531.32799354,62.90224141166822,7.722863324060228,1.0369812240875373
2012-04-13,189.9,189.94,186.26,188.46,3431800.0,4.4902189090292435,3932813.929964221,12464832.360484216,0.23685201231899394,89132154.53312933,62.000204588106165,31.551278157835128,0.12567760390480417
2012-04-16,189.01,189.47,183.65,185.5,4044300.0,1.777006846755699,2021274.7098084937,49677466.39102271,1.01385880535908,78915600.24624105,61.69950211963981,4.068795888056322,0.5465546120534124
2012-04-17,187.21,190.04,186.87,188.39,2829200.0,3.213813111854773,4769031.344781671,49889775.56725776,0.90246350953954,94270145.71978222,60.60171106541134,9.559135695754755,0.47904002841952337
2012-04-18,188.82,193.45,188.74,191.07,4001900.0,3.06300110670821,1712201.9798919652,15445299.390452396,1.4748923871220188,83799793.34507951,62.18818575447839,11.085586213695366,0.771912067369037
2012-04-19,192.93,194.55,189.75,191.1,4002400.0,4.9762211185150385,3333908.521201545,37458671.473827265,1.9719504884186205,66386131.71406359,60.922862178732615,8.900231615344337,1.0318945517627527
2012-04-20,192.34,193.48,189.8,189.98,3243600.0,1.6021423949136127,3569934.6159320553,16866752.001321025,0.44001151399960203,52805296.458458714,60.817181053633526,21.16551316846571,0.23160938730371725
2012-04-23,188.99,188.99,185.51,188.24,3481000.0,3.238650630370964,3248027.3238185057,17393995.790144455,0.8785704281976844,50566153.13387616,61.381359963037184,18.673267275704745,0.46672887175822586
2012-04-24,188.68,190.7,186.51,190.33,3376300.0,3.2621562293422453,1539675.666335138,14166909.254878726,1.255434488232028,68556499.71175627,61.53491778573158,10.868112716998683,0.6596093565029307
2012-04-25,191.67,194.8,191.6,194.42,3955100.0,1.5597701667794834,4643067.962037963,41141858.704076126,0.42978051026958586,87384949.15559684,64.40929195567797,11.285508502264024,0.22105776682933126
2012-04-26,193.57,196.36,193.02,195.99,10234000.0,1.6227314347787516,2749679.4776125513,43069431.14502069,0.1372291918793419,84532358.41702856,64.16817241258147,6.384294857190016,0.07001846618671458
2012-04-27,224.83,228.69,220.22,226.85,22116900.0,1.2018457305916392,2695891.1057540867,16774585.328616727,1.0110310502870914,72128123.34202895,66.98324442629833,16.071283152108755,0.44568263182150825
